Taxon	Taxon Level	Trophic Mode	Guild	Confidence Ranking	Growth Morphology	Trait	Notes	Citation/Source
Endococcus matzeri	8	Pathotroph|Symbiotroph	Lichenicolous	Possible				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Endococcus nanellus	8	Pathotroph|Symbiotroph	Lichenicolous	Possible				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Endococcus oreinae	8	Pathotroph|Symbiotroph	Lichenicolous	Possible				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Endococcus perpusillus	8	Pathotroph|Symbiotroph	Lichenicolous	Possible				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Endococcus propinquus	8	Pathotroph|Symbiotroph	Lichenicolous	Possible				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Endococcus rugulosus	8	Pathotroph|Symbiotroph	Lichenicolous	Possible				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Endococcus stigma	8	Pathotroph|Symbiotroph	Lichenicolous	Possible				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Endococcus thelommatis	8	Pathotroph|Symbiotroph	Lichenicolous	Possible				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Endococcus verrucosus	8	Pathotroph|Symbiotroph	Lichenicolous	Possible				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Endococcus zahlbrucknerellae	8	Pathotroph|Symbiotroph	Lichenicolous	Possible				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Endocochlus	7	Pathotroph	Animal pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Endocoenobium	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Endoconidioma	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Endoconidiophora fimbriata	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Endocronartium	7	Pathotroph	Plant pathogen	Highly Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Endocronartium harknessii	8	Pathotroph	Plant pathogen	Probable				"James TY, Kauff F, Schoch CL et al. (2006) Reconstructing the early evolution of Fungi using a six-gene phylogeny. Nature, 443, 818дус22."
Endodesmidium	7	Pathotroph	Plant pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Endodothiora	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Endogone	7	Symbiotroph	Ectomycorrhizal	Probable				"Rinaldi AC, Comandini O, Kuyper TW. 2008. Fungal Diversity 33: 1-45; Tedersoo L, May TW, Smith ME. 2010. Mycorrhiza 20: 217-263 (pro parte); http://mycorrhizas.info/ecmf.html"
Endogone pisiformis	8	Saprotroph|Symbiotroph	Saprotroph|Ectomycorrhizal	Probable				"James TY, Kauff F, Schoch CL et al. (2006) Reconstructing the early evolution of Fungi using a six-gene phylogeny. Nature, 443, 818дус22."
Endohyalina	7	Symbiotroph	Lichenized	Possible			Lichenized and non-licenized taxa	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Endolepiotula	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Endomelanconiopsis	7	Pathotroph	Plant pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Endomelanconium	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Endomeliola	7	Pathotroph	Plant pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Endoperplexa	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Endophallus	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Endophragmiella	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Endophyllum	7	Pathotroph	Plant pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Endoptychum	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Endopyrenium	7	Symbiotroph	Lichenized	Highly Probable			"Syn. Catapyrenium, Placidium, and Verrucaria"	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Endoraecium	7	Pathotroph	Plant pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Endoreticulatus	7	Pathotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Endosporium	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Endostigme	7	Pathotroph	Plant pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Endothia	7	Pathotroph	Plant pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Endothia gyrosa	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Endothiella	7	Pathotroph	Plant pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Endothlaspis	7	Pathotroph	Plant pathogen	Probable	Facultative yeast			"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Endotryblidium	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Endoxyla	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Endoxylina	7	Pathotroph	Plant pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Englerodothis	7	Pathotroph	Plant pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Engleromyces	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Englerula	7	Pathotroph	Plant pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Engyodontium	7	Pathotroph	Animal pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Enigmotrema	7	Symbiotroph	Lichenized	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Enterocarpus	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Enterocytozoon	7	Pathotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Enterodictyon	7	Symbiotroph	Lichenized	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Enterographa	7	Symbiotroph	Lichenized	Highly Probable				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Enterostigma	7	Symbiotroph	Lichenized	Highly Probable			Syn. Cryptothecia	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Entocybe	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Entodesmium	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Entoleuca	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Entoloma	7	Symbiotroph|Saprotroph	Ectomycorrhizal|Saprotroph	Possible				"Rinaldi AC, Comandini O, Kuyper TW. 2008. Fungal Diversity 33: 1-45 (ECM/Not ECM); Tedersoo L, May TW, Smith ME. 2010. Mycorrhiza 20: 217-263 (sensu stricto); http://mycorrhizas.info/ecmf.html (ECM/Not ECM)"
Entoloma abortivum	8	Pathotroph	Mycoparasite	Highly Probable			Parasitic on Armillaria species	List compiled by John Plischke III; home.comcast.net/~grifola/fungionfungi.pdf
Entoloma alpicola	8	Symbiotroph	Ectomycorrhizal	Highly Probable				Agerer et al. 2006. Descriptions of Ectomycorrhae 9/10:31-36; Graff F & Brunner I. 2006. Mycorrhiza 6: 227-235
Entoloma byssisedum	8	Saprotroph	Wood saprotroph	Highly Probable			Grows on wood with crepidotoid morphology	http://www.mycobank.org/Biolomics.aspx?Table=Mycobank&MycoBankNr_=297238
Entoloma clypeatum	8	Pathotroph|Symbiotroph	Ectomycorrhizal	Probable				Agerer et al. 2006. Descriptions of Ectomycorrhae 9/10:31-36
Entoloma conferendum	8	Saprotroph	Saprotroph	Probable				http://www.first-nature.com/fungi/entoloma-conferendum.php
Entoloma cuspidiferum	8	Saprotroph	Saprotroph	Probable				http://www.mycobank.org/BioloMICS.aspx?Link=T&TableKey=14682616000000063&Rec=20629&Fields=All
Entoloma erophilum	8	Pathotroph|Symbiotroph	Ectomycorrhizal	Probable				Agerer et al. 2006. Descriptions of Ectomycorrhae 9/10:31-36
Entoloma herbacea	8	Symbiotroph	Ectomycorrhizal	Highly Probable				Agerer et al. 2006. Descriptions of Ectomycorrhae 9/10:31-36; Graff F & Brunner I. 2006. Mycorrhiza 6: 227-235
Entoloma nidorosum	8	Symbiotroph	Ectomycorrhizal	Probable			"large mushrooms, often found under ectomycorrhizal trees"	http://www.rogersmushrooms.com/gallery/DisplayBlock~bid~5915.asp
Entoloma nitidum	8	Symbiotroph	Ectomycorrhizal	Highly Probable			"found with Carpinus betulus (Agerer et al. 2006); with Pinus muricata (N.H. Nguyen, pers. obs.)"	Agerer et al. 2006. Descriptions of Ectomycorrhae 9/10:31-36.
Entoloma parasiticum	8	Pathotroph	Mycoparasite	Highly Probable				List compiled by John Plischke III; home.comcast.net/~grifola/fungionfungi.pdf
Entoloma piceinum	8	Saprotroph	Wood saprotroph	Highly Probable				Morozova et al. 2014. Novosti Sist. Nizsh. Rast. 48: 181Њ«н†_Њ«н†_Њ«н†_187
Entoloma pseudoparasiticum	8	Pathotroph	Mycoparasite	Highly Probable				List compiled by John Plischke III; home.comcast.net/~grifola/fungionfungi.pdf
Entoloma rhodopolium	8	Symbiotroph	Ectomycorrhizal	Probable			"large mushrooms, often found under ectomycorrhizal trees"	http://www.mushroomexpert.com/entoloma_rhodopolium.html; Agerer et al. 2006. Descriptions of Ectomycorrhae 9/10:31-36
Entoloma saepium	8	Pathotroph|Symbiotroph	Ectomycorrhizal	Probable				Agerer et al. 2006. Descriptions of Ectomycorrhae 9/10:31-36
Entoloma sericeum	8	Symbiotroph	Ectomycorrhizal	Highly Probable			found with Salix rotundifolia	Antibus et al 1981. Ectomycorrhizal fungi on Salix rotundifolia; Agerer et al. 2006. Descriptions of Ectomycorrhae 9/10:31-36.
Entoloma sinuatum	8	Symbiotroph	Ectomycorrhizal	Highly Probable				"Agerer 2012. Colour Atlas of Ectomycorrhizae, 15th edition."
Entoloma subdepluens	8	Pathotroph	Mycoparasite	Highly Probable				List compiled by John Plischke III; home.comcast.net/~grifola/fungionfungi.pdf
Entoloma vernum	8	Saprotroph	Saprotroph	Probable				http://www.mushroomexpert.com/entoloma_vernum.html
Entomocorticium	7	Saprotroph		Probable		White rot		"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Entomophaga	7	Pathotroph	Animal pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Entomophthora	7	Pathotroph	Animal pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Entomophthora muscae	8	Pathotroph	Animal pathogen	Probable				"James TY, Kauff F, Schoch CL et al. (2006) Reconstructing the early evolution of Fungi using a six-gene phylogeny. Nature, 443, 818дус22."
Entomosporium mespili	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Entonaema	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Entophlyctis	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Entorrhiza	7	Pathotroph	Plant pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Entosthelia	7	Symbiotroph	Lichenized	Highly Probable			Syn. Dermatocarpon	Zahlbruckner 1931-1932. Catalogus lichenum universalis 8: 67
Entrophospora	7	Symbiotroph	Arbuscular mycorrhizal	Highly Probable				"Redecker D, Schussler A, Stockinger H, Sturmer SL, Morton JB, Walker C. 2013. Mycorrhiza 23: 515-531"
Entrophosporaceae	6	Symbiotroph	Arbuscular mycorrhizal	Highly Probable				"Redecker D, Schussler A, Stockinger H, Sturmer SL, Morton JB, Walker C. 2013. Mycorrhiza 23: 515-531"
Entyloma	7	Pathotroph	Plant pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Entyloma dactylidis	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Entyloma dahliae	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Entyloma ellisii	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Entyloma lineatum	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Entyloma oryzae	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Entyloma petuniae	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Entyloma vignae	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Entylomaster	7	Pathotroph	Plant pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Entylomella	7	Pathotroph	Plant pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Eocronartium	7	Pathotroph	Plant pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Eonema	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Eopyrenula	7	Symbiotroph	Lichenized	Highly Probable				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Eosphaeria	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Epaphroconidia hawksworthii	8	Pathotroph|Symbiotroph	Lichenicolous	Possible				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Ephebe	7	Symbiotroph	Lichenized	Highly Probable				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Ephebeia	7	Symbiotroph	Lichenized	Highly Probable			Syn. Ephebe	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Ephelidium	7	Symbiotroph	Lichenized	Highly Probable				"Dodge CW, Rudolph ED. 1955. Annals of the Missouri Botanical Garden 42: 136"
Ephemeroascus	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Epibelonium	7	Pathotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Epibryon	7	Pathotroph	Plant pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Epichloe	7	Pathotroph|Symbiotroph	Endophyte|Plant pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Epichloe typhina	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Epicladonia sandstedei	8	Pathotroph|Symbiotroph	Lichenicolous	Possible				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Epicladonia simplex	8	Pathotroph|Symbiotroph	Lichenicolous	Possible				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Epicnaphus	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Epicoccum	7	Pathotroph|Symbiotroph	Plant pathogen|Mycoparasite	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Epicoccum nigrum	8	Pathotroph	Plant pathogen|Endophyte	Possible			host: Arecaceae	De Melo Wanderley Costa IP et al (2012) Checklist of endophytic fungi from tropical regions. Mycotaxon 119; http://www.apsnet.org/publications/commonnames/Pages/default.aspx; http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Epicoccum purpurascens	8	Pathotroph	Plant pathogen|Mycoparasite	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx; List compiled by John Plischke III; home.comcast.net/~grifola/fungionfungi.pdf
Epicrea	7	Pathotroph	Mycoparasite	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Epidermophyton	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Epidermophyton floccosum	8	Pathotroph	Animal pathogen	Probable			Facultative Human pathogen	www.cdc.org
Epiglia	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Epigloea	7	Symbiotroph	Lichenized	Highly Probable				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Epilichen	7	Symbiotroph	Lichenized	Possible			Lichenicolous	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Epilithia	7	Symbiotroph	Lichenized	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Epiphloea	7	Symbiotroph	Lichenized	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Epipolaeum	7	Pathotroph	Plant pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Episclerotium	7	Pathotroph	Mycoparasite	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Episeptum	7	Pathotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Episphaerella	7	Pathotroph	Plant pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Episphaeria	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Epithamnolia karatyginii	8	Pathotroph|Symbiotroph	Lichenicolous	Possible				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Epithele	7	Saprotroph		Probable		White rot		"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Epithelopsis	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Equicapillimyces	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
